,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag,smooth
259,1039,150.6628867,-34.025105,8,9.1,-0.27,1.45,17.2,11.4,-3.78,-7.45,7.68
260,1043,150.662895,-34.02507,8.2,8.8,-0.37,1.49,16.9,11.8,-3.82,-7.63,7.82
261,1047,150.6629033,-34.025035,7.5,8.2,-0.32,1.84,18,11.8,-4.04,-7.66,7.96
262,1051,150.6629133,-34.025,8.2,7.3,-0.38,2.37,19.8,12.4,-4.48,-8.02,7.92
263,1055,150.6629217,-34.024965,7.9,5.4,-0.47,3.3,24.8,12.6,-5.63,-9.08,7.74
264,1059,150.66293,-34.02493,7.8,3.4,-0.47,4.28,29.6,13.6,-6.8,-10.17,7.56
265,1063,150.66294,-34.0248983,7.3,1.7,-0.53,4.79,31.2,13.9,-7.26,-10.8,6.96
266,1067,150.66295,-34.024865,6.6,1.5,-0.47,4.3,28.8,13,-6.71,-10.38,6.24
267,1071,150.6629633,-34.0248383,5.2,1.3,-0.29,4.02,26.7,12.8,-6.27,-9.89,5.46
268,1075,150.6629683,-34.02481,4.3,0.9,-0.08,4.28,27.8,12,-6.43,-9.56,5.04
269,1079,150.662955,-34.0247883,3.9,0.9,-0.02,4.35,26.5,11.6,-6.11,-9.18,4.98
270,1083,150.66293,-34.0247767,5.2,1,-0.07,4.23,27,11.7,-5.99,-8.75,5.16
271,1087,150.6629017,-34.02478,6.3,1.5,-0.19,4.24,25.9,12,-5.91,-8.83,5.58
272,1091,150.6628783,-34.024795,6.1,1.6,-0.25,4.25,25.5,12,-5.85,-8.79,5.8
273,1095,150.662865,-34.0248167,6.4,0.9,-0.31,4.21,26,12.2,-5.93,-8.92,5.66
274,1099,150.6628583,-34.02484,5,0.6,-0.15,4.26,25.8,11.5,-5.9,-8.74,5.52
275,1103,150.6628533,-34.024865,4.5,0.8,-0.12,4.23,25.5,11.3,-5.9,-8.73,5.64
276,1107,150.6628483,-34.0248933,5.6,1.1,-0.26,3.91,25.2,11.6,-5.76,-8.81,6
277,1111,150.6628417,-34.0249217,6.7,2.1,-0.47,3.5,24.7,12.4,-5.67,-9.34,6.56
278,1115,150.662835,-34.024955,8.2,3.3,-0.6,3.53,26.2,13.5,-5.98,-9.88,7.44
279,1119,150.6628267,-34.0249883,7.8,3.4,-0.53,4.02,26.9,13.9,-6.02,-9.6,8.42
280,1123,150.6628183,-34.0250233,8.9,6.5,-0.49,2.9,21.9,13.4,-4.76,-8.4,9.26
281,1127,150.66281,-34.0250583,10.5,9.1,-0.43,2.07,19.4,13.8,-3.98,-7.68,9.64
282,1131,150.6628017,-34.0250917,10.9,10.9,-0.36,1.71,18.1,14.6,-3.54,-7.09,10.22
283,1135,150.6627933,-34.0251267,10.1,11.2,-0.3,1.59,17.1,14.4,-3.46,-7.02,10.56
284,1139,150.6627867,-34.0251583,10.7,11.9,-0.29,1.44,16.4,14.3,-3.29,-6.9,10.28
285,1143,150.6627783,-34.0251917,10.6,11.3,-0.27,1.19,16.3,14.1,-3.31,-7.04,9.76
286,1147,150.66277,-34.0252233,9.1,11.2,-0.11,1.45,16.6,13.6,-3.59,-7.02,9.28
287,1151,150.6627617,-34.025255,8.3,10,0.02,1.77,18.7,13.1,-3.87,-7,8.72
288,1155,150.662755,-34.0252867,7.7,8.7,0.01,2.26,20.6,12.7,-4.38,-7.39,8.24
289,1159,150.6627467,-34.0253167,7.9,7.6,-0.06,2.76,22.5,13.1,-4.97,-7.83,7.96
290,1163,150.6627383,-34.0253483,8.2,7.4,-0.08,2.9,22.9,13,-4.99,-7.77,7.82
291,1167,150.66273,-34.0253783,7.7,7.4,-0.06,2.73,21.4,12.6,-4.75,-7.48,7.9
292,1171,150.6627217,-34.02541,7.6,8.5,0.01,2.6,19.8,11.5,-4.39,-7.04,7.92
293,1175,150.6627133,-34.0254417,8.1,9.1,0.01,2.21,17.9,11.9,-3.88,-6.46,7.84
294,1179,150.662705,-34.0254733,8,10.3,0.07,1.83,15.4,11.1,-3.32,-5.76,7.78
295,1183,150.6626967,-34.0255067,7.8,11,0.16,1.5,13.6,10.3,-2.95,-5.35,7.68
296,1187,150.6626883,-34.0255383,7.4,10.5,0.14,1.35,13.1,10,-2.87,-5.36,7.4
297,1191,150.6626817,-34.0255717,7.1,10.8,0.13,1.38,13.4,10.3,-2.95,-5.44,7.04
298,1195,150.6626733,-34.0256033,6.7,9.7,0.17,1.72,14.8,10,-3.22,-5.58,6.66
299,1199,150.6626633,-34.025635,6.2,9,0.19,1.97,15.5,10,-3.4,-5.58,6.36
300,1203,150.6626567,-34.0256683,5.9,8.7,0.25,2.11,15.6,10.2,-3.42,-5.43,6.02
301,1207,150.6626483,-34.0257,5.9,9.1,0.33,2.1,15.3,9.9,-3.38,-5.25,5.72
302,1211,150.6626383,-34.0257317,5.4,9.1,0.4,2.14,14.6,8.9,-3.36,-5.09,5.36
303,1215,150.6626317,-34.025765,5.2,8.6,0.5,2.18,13.6,8.3,-3.19,-4.69,4.98
304,1219,150.6626233,-34.0257967,4.4,8.5,0.52,2.02,12.5,7.6,-2.98,-4.39,4.68
305,1223,150.662615,-34.0258283,4,7.6,0.53,1.98,12.1,7.6,-2.81,-4.14,4.08
306,1227,150.6626067,-34.0258583,4.4,6.8,0.39,1.8,11.5,7.7,-2.72,-4.16,3.38
307,1231,150.6625983,-34.02589,2.4,5.9,0.63,2.08,11.7,6.5,-2.88,-4.05,2.9
308,1235,150.66259,-34.0259233,1.7,5.3,0.68,2.31,11.5,6.1,-2.92,-3.86,2.58
309,1239,150.6625817,-34.025955,2,5.1,0.6,2.33,11.3,5.5,-2.94,-3.86,2.2
310,1243,150.6625733,-34.0259867,2.4,5.1,0.53,2.36,11.2,5.2,-2.88,-3.81,2.32
311,1247,150.662565,-34.02602,2.5,4.8,0.52,2.3,10.8,5.4,-2.7,-3.61,2.58
312,1251,150.6625567,-34.0260533,3,4.7,0.47,2.21,10.8,5.9,-2.62,-3.57,2.74
313,1255,150.6625483,-34.026085,3,5.2,0.43,2.1,10.4,6.2,-2.5,-3.57,2.76
314,1259,150.66254,-34.0261183,2.8,5,0.44,2.17,9.9,5.7,-2.58,-3.58,2.64
315,1263,150.6625317,-34.0261517,2.5,4.8,0.47,2.18,9.1,4.7,-2.55,-3.52,2.26
316,1267,150.662525,-34.0261833,1.9,4.4,0.47,2.08,8.6,4.1,-2.44,-3.41,1.92
317,1271,150.6625167,-34.0262167,1.1,3.6,0.51,2.1,8.2,3.4,-2.44,-3.31,1.48
318,1275,150.66251,-34.02625,1.3,3.4,0.55,2.24,8.7,4.1,-2.52,-3.25,1.36
319,1279,150.6625017,-34.0262833,0.6,4.2,0.53,2.23,9.2,4.1,-2.51,-3.26,1.4
320,1283,150.662495,-34.0263167,1.9,5.3,0.52,2.16,10.3,6.1,-2.52,-3.41,1.66
321,1287,150.6624867,-34.02635,2.1,5,0.49,2.17,10.8,6.4,-2.67,-3.72,1.82
322,1291,150.6624783,-34.0263817,2.4,5.3,0.43,1.72,11.4,5.6,-2.91,-4.14,1.76
323,1295,150.6624767,-34.0264117,2.1,1.8,0.39,1.61,11.7,4.8,-3.15,-4.41,1.3
324,1299,150.6624817,-34.0264417,0.3,-2.4,0.42,0.22,11.4,3.6,-3.22,-4.46,0.92
325,1303,150.6624817,-34.0264717,-0.4,2.7,0.42,-0.99,11.4,3.3,-3.31,-4.45,0.64
326,1307,150.6624683,-34.0264967,0.2,3.3,0.52,-9.52,11,4.1,-3.24,-4.25,-0.86
327,1311,150.6624433,-34.02651,1,-17,0.55,-15.75,11.8,3.9,-3.28,-4.31,-0.62
328,1315,150.662415,-34.02651,-5.4,-5.5,0.32,-27.2,10.6,2.9,-3.12,-4.2,-0.44
329,1319,150.6623917,-34.0264967,1.5,38.7,0.49,-36.36,12.8,3.9,-3.21,-4.24,-0.46
330,1323,150.66238,-34.026475,0.5,1.6,0.46,-50.3,11.1,4.8,-3.16,-4.16,-0.82
331,1327,150.6623817,-34.02645,0.1,-43.4,0.49,-43.38,11.7,6,-3.19,-4.26,0.36
332,1331,150.66239,-34.0264217,-0.8,-4,0.53,-33.19,11,5,-3.19,-4.4,0.26
333,1335,150.6624,-34.0263933,0.5,4.1,0.44,-23.65,11.3,4.3,-3.19,-4.49,0.58
334,1339,150.6624117,-34.0263633,1,-0.2,0.41,-11.98,11.5,4.4,-3.25,-4.56,1.04
335,1343,150.6624217,-34.0263317,2.1,-6.1,0.41,-3.39,12.3,4.7,-3.31,-4.5,1.54
336,1347,150.66243,-34.0262983,2.4,4.2,0.44,1.37,12.1,5,-3.15,-4.28,1.68
337,1351,150.6624383,-34.026265,1.7,3.8,0.49,1.23,11.7,6,-2.9,-3.99,1.66
338,1355,150.6624483,-34.0262317,1.2,2.4,0.51,1.92,11.4,6.3,-2.75,-3.73,1.46
339,1359,150.6624567,-34.0261983,0.9,3.1,0.57,2.26,10.5,5.6,-2.64,-3.57,1.14
340,1363,150.662465,-34.0261633,1.1,3.3,0.58,2.33,9.8,5.3,-2.59,-3.42,1.12
341,1367,150.6624733,-34.02613,0.8,3.9,0.59,2.31,9.1,4.5,-2.52,-3.33,1.26
342,1371,150.6624817,-34.026095,1.6,4.3,0.54,2.25,8.8,3.9,-2.46,-3.33,1.42
343,1375,150.66249,-34.02606,1.9,5.1,0.5,2.22,8.9,3.9,-2.56,-3.44,1.68
344,1379,150.6625,-34.0260267,1.7,4.4,0.49,2.21,9.9,4.9,-2.63,-3.49,2.02
345,1383,150.6625083,-34.0259933,2.4,4.5,0.44,2.14,10,5.4,-2.56,-3.54,2.16
346,1387,150.6625167,-34.0259583,2.5,4.5,0.44,2.13,10.8,6.3,-2.63,-3.69,2.26
347,1391,150.662525,-34.025925,2.3,4.4,0.48,2.22,11.4,6.7,-2.72,-3.72,2.42
348,1395,150.6625317,-34.0258933,2.4,5.2,0.52,2.28,11.7,6,-2.87,-3.91,2.54
349,1399,150.66254,-34.0258617,2.5,4.9,0.49,2.28,11.4,5.7,-2.91,-3.91,2.68
350,1403,150.6625467,-34.0258317,3,5.3,0.54,2.22,11.4,5.3,-2.89,-3.89,2.98
351,1407,150.662555,-34.0258017,3.2,5.9,0.48,2.07,11,6,-2.82,-3.85,3.36
352,1411,150.6625633,-34.0257717,3.8,6.4,0.47,1.91,11.6,7.2,-2.78,-3.91,3.78
353,1415,150.66257,-34.0257433,4.3,7.1,0.49,1.86,12.2,8.7,-2.78,-3.99,4.22
354,1419,150.6625783,-34.025715,4.6,7.9,0.48,2.03,13.2,9.1,-3.01,-4.34,4.68
355,1423,150.662585,-34.025685,5.2,9.1,0.47,1.95,13.4,8.7,-3.05,-4.57,5.24
356,1427,150.6625917,-34.0256567,5.5,9.7,0.46,2.06,14.7,10.2,-3.22,-4.79,5.8
357,1431,150.6626,-34.0256267,6.6,9.9,0.37,2.09,15.4,10.4,-3.31,-5.08,6.3
358,1435,150.6626067,-34.0255967,7.1,10.1,0.27,1.89,15.5,11.2,-3.26,-5.19,6.74
359,1439,150.662615,-34.0255683,7.1,10.1,0.17,1.76,15.2,10.8,-3.28,-5.46,7.06
360,1443,150.6626217,-34.0255383,7.4,10.1,0.06,1.68,15.3,11.2,-3.26,-5.77,7.3
361,1447,150.6626283,-34.0255083,7.1,10,0.08,1.64,15.4,11.1,-3.31,-5.89,7.48
