,Lon,Lat,1m HCP con,2m HCP con,1m HCP in,2m HCP in,1m PRP con,2m PRP con,1m PPR in,2m PPR in
877,150.66207,-34.02578,4.6,7.8,0.76,2.49,15.4,9.5,-2.46,-2.89
878,150.6620733,-34.0257783,5.7,8.1,0.72,2.45,15.7,9.9,-2.5,-2.98
879,150.6620733,-34.0257783,5.9,7.9,0.7,2.48,15.7,9.9,-2.51,-2.93
880,150.6620733,-34.0257783,6.1,7.6,0.69,2.47,15.6,9.9,-2.51,-2.96
881,150.6620733,-34.0257783,5.8,7.6,0.69,2.49,15.7,9.8,-2.5,-2.97
882,150.6620733,-34.0257783,6,7.9,0.69,2.46,15.6,10,-2.5,-2.95
883,150.6620733,-34.0257783,6.1,7.7,0.69,2.44,15.7,9.9,-2.5,-2.97
884,150.6620733,-34.0257783,6,7.8,0.69,2.43,15.7,9.6,-2.49,-2.9
885,150.6620733,-34.0257783,5.9,7.3,0.68,2.47,15.6,9.8,-2.48,-2.93
886,150.6620733,-34.0257783,5.8,8,0.69,2.48,15.7,9.6,-2.48,-2.9
887,150.6620733,-34.0257783,5.6,7.8,0.69,2.45,15.8,9.8,-2.49,-2.95
888,150.6620733,-34.0257783,5.9,7.7,0.69,2.45,15.7,10,-2.48,-2.87
