,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag,1.5mHCPcon
769,3124,150.6634083,-34.0240883,4.4,1.1,-0.33,0.79,98.8,41.6,0.51,-4.38,2.75
770,3128,150.6634167,-34.0240567,-132.8,-99.2,-4.36,-13.49,197.3,-24.8,5.83,-13.56,-116
771,3132,150.6634267,-34.0240217,11.7,8.1,-0.25,1.93,20.1,15.4,-3.32,-8.87,9.9
772,3136,150.6634367,-34.0239833,10.8,6.5,-0.16,2.1,19.5,13.8,-3.31,-8.61,8.65
773,3140,150.663445,-34.023945,10.1,6.3,-0.07,1.99,18.6,13.8,-3.14,-8.27,8.2
774,3144,150.663455,-34.0239033,10.2,6.4,-0.01,2.12,18.6,13.1,-3.15,-8.06,8.3
775,3148,150.663465,-34.0238617,10,5.8,0,2.08,18.4,13.5,-3.12,-8.08,7.9
776,3152,150.6634733,-34.0238167,10.8,6.9,-0.08,1.97,19.3,14.2,-3.25,-8.39,8.85
777,3156,150.6634867,-34.0237733,12.6,7.9,-0.26,1.99,21.3,16.1,-3.53,-9.1,10.25
778,3160,150.6635,-34.02373,14.1,7.7,-0.22,2.34,24.1,18.2,-3.86,-9.61,10.9
779,3164,150.6635167,-34.023685,14.5,8.2,-0.38,2.22,23.7,18.1,-3.89,-9.9,11.35
780,3168,150.6635333,-34.0236417,14.1,8.1,-0.52,2.04,22.5,16.7,-3.79,-9.81,11.1
781,3172,150.6635517,-34.0235967,11.8,6.9,-0.44,1.95,20,14.3,-3.58,-9.26,9.35
782,3176,150.6635683,-34.0235517,10.9,4.6,-0.43,2.43,21.2,13.5,-3.86,-9.27,7.75
783,3180,150.6635833,-34.0235083,9.1,4.1,-0.18,3.14,22.3,12.7,-4.15,-8.89,6.6
784,3184,150.663595,-34.0234633,7.2,3.7,0.28,4.08,24.1,12.9,-4.47,-8.35,5.45
785,3188,150.6636067,-34.0234183,4.7,1.8,0.31,4.52,27.9,12.9,-4.88,-8.4,3.25
786,3192,150.6636167,-34.0233733,7,1.8,0.09,4.39,25.2,11.5,-4.89,-8.45,4.4
787,3196,150.6636283,-34.02333,7.3,2.2,0,4.05,23.7,11.8,-4.54,-8.22,4.75
788,3200,150.66364,-34.0232867,6.5,2.7,0.12,3.93,21.6,10.5,-4.14,-7.48,4.6
789,3204,150.6636483,-34.023245,6.2,2.7,0.33,4.06,20.8,9.7,-3.89,-6.83,4.45
790,3208,150.6636567,-34.0232017,6.6,3.1,0.25,3.65,18.3,9.5,-3.33,-6.08,4.85
791,3212,150.6636667,-34.0231617,6.7,3.2,0.21,3.27,16.8,8.5,-3.05,-5.8,4.95
792,3216,150.6636767,-34.02312,4.3,2.2,0.47,3.14,15,6.6,-2.69,-5.19,3.25
793,3220,150.6636867,-34.0230817,1.6,1.6,0.73,2.89,12.2,5.4,-2.34,-4.74,1.6
794,3224,150.663695,-34.0230467,2,2.1,0.74,2.64,10.8,4.6,-2.02,-4.39,2.05
795,3228,150.6637,-34.023015,2.2,2.5,0.66,2.32,9.5,5.3,-1.73,-4.2,2.35
796,3232,150.66371,-34.0229833,4.5,4.1,0.55,2.05,10.3,6.4,-1.56,-4.14,4.3
797,3236,150.6637183,-34.0229533,6.5,5.2,0.49,1.93,10.1,7.2,-1.41,-4.04,5.85
798,3240,150.6637267,-34.0229233,6.9,8.8,0.48,1.84,8.5,6.1,-1.35,-3.89,7.85
799,3244,150.663735,-34.022895,7.7,10.2,0.31,1.42,6.8,5.6,-1.09,-3.8,8.95
800,3248,150.6637417,-34.022865,7.7,10.7,0.36,1.39,5.5,4.5,-1,-3.65,9.2
801,3252,150.6637483,-34.0228333,7.4,10.9,0.31,1.25,4.8,4,-0.91,-3.59,9.15
802,3256,150.6637533,-34.0228017,7,11.7,0.35,1.28,4.2,3.7,-0.79,-3.5,9.35
803,3260,150.6637567,-34.0227683,7.8,12.5,0.42,1.26,4.2,3.6,-0.78,-3.44,10.15
804,3264,150.6637633,-34.0227333,8.5,15.3,0.5,1.37,4.4,4.2,-0.77,-3.41,11.9
805,3268,150.6637717,-34.0226983,10.2,17.7,0.48,1.34,4.7,4.3,-0.84,-3.53,13.95
806,3272,150.6637817,-34.0226633,10.6,18.8,0.51,1.38,4.3,3.8,-0.83,-3.59,14.7
807,3276,150.6637917,-34.0226267,9.6,18,0.52,1.42,4.4,3.5,-0.82,-3.48,13.8
808,3280,150.6638033,-34.02259,9,15.7,0.45,1.41,5.1,3.8,-0.96,-3.64,12.35
809,3284,150.6638117,-34.0225517,8,13.7,0.48,1.58,5.8,3.8,-1.05,-3.69,10.85
810,3288,150.6638217,-34.0225133,7.5,12.9,0.44,1.42,5.9,4.2,-0.99,-3.69,10.2
811,3292,150.6638317,-34.022475,7.6,11.5,0.45,1.41,6.3,5.4,-1,-3.73,9.55
812,3296,150.6638433,-34.022435,6.4,9.9,0.43,1.34,5.9,4.8,-0.99,-3.89,8.15
813,3300,150.6638533,-34.0223967,5.5,7.8,0.39,1.26,5,3.7,-0.97,-3.97,6.65
814,3304,150.663865,-34.022355,5,6.1,0.32,1.17,4.5,3.5,-0.97,-4.01,5.55
815,3308,150.6638767,-34.022315,4.7,5.2,0.35,1.23,4.5,3.6,-0.94,-4.01,4.95
816,3312,150.6638867,-34.022275,4.2,4.2,0.37,1.16,4,3.5,-0.82,-3.86,4.2
817,3316,150.6638967,-34.0222367,4.5,4.6,0.5,1.22,4.1,4,-0.82,-3.79,4.55
818,3320,150.6639067,-34.0221967,5.2,4.7,0.97,1.92,4.6,4.9,-0.98,-3.3,4.95
819,3324,150.6639133,-34.0221583,4.3,4.9,0.7,1.33,3.2,3.6,-0.59,-3.44,4.6
820,3328,150.6639217,-34.0221217,4.4,4.2,0.52,1.11,2.7,3.4,-0.54,-3.47,4.3
821,3332,150.6639317,-34.0220833,4.7,4.5,0.41,0.94,2.9,4,-0.47,-3.44,4.6
822,3336,150.6639417,-34.0220467,4.7,4.7,0.38,0.92,2.9,4.5,-0.42,-3.37,4.7
823,3340,150.6639483,-34.02201,5.2,5.1,0.34,0.85,3.2,4.5,-0.38,-3.33,5.15
824,3344,150.663955,-34.0219717,4.3,4.5,0.32,0.79,2.6,3.8,-0.37,-3.3,4.4
825,3348,150.6639617,-34.021935,4.4,4.8,0.31,0.84,2.6,4.1,-0.35,-3.27,4.6
826,3352,150.6639717,-34.0218983,4.3,4.4,0.3,0.76,2.3,3.5,-0.33,-3.22,4.35
827,3356,150.6639783,-34.0218617,4,4.6,0.3,0.78,2.2,3.3,-0.37,-3.31,4.3
828,3360,150.663985,-34.0218267,3.8,4.4,0.27,0.74,2,3.7,-0.38,-3.32,4.1
829,3364,150.6639933,-34.0217883,4.2,5,0.3,0.8,2.5,3.9,-0.4,-3.25,4.6
830,3368,150.664005,-34.02175,5,5.7,0.32,0.87,2.9,4.9,-0.34,-3.16,5.35
831,3372,150.664015,-34.0217117,5.2,7.1,0.34,0.87,2.5,4.8,-0.32,-3.13,6.15
832,3376,150.664025,-34.0216717,6.6,8.3,0.33,0.86,3.1,5.7,-0.32,-3.18,7.45
833,3380,150.6640367,-34.0216333,7.8,9.8,0.28,0.79,4,7,-0.35,-3.35,8.8
834,3384,150.6640483,-34.0215933,7.5,9.5,0.35,0.8,3.9,6.5,-0.34,-3.27,8.5
835,3388,150.6640617,-34.0215533,4.2,6.4,0.36,0.83,1.9,3.8,-0.36,-3.28,5.3
836,3392,150.6640783,-34.0215183,3.1,4.9,0.43,0.85,1.3,2.8,-0.34,-3.2,4
837,3396,150.66409,-34.021485,2.7,4.3,0.4,0.91,1.6,2.3,-0.33,-3.16,3.5
838,3400,150.6640917,-34.0214567,6.6,7.7,1.43,4.1,2.9,3.1,-0.49,-3.37,7.15
839,3404,150.664075,-34.0214333,5.4,8.5,1.13,4.95,1.5,2.9,-0.39,-3.13,6.95
840,3408,150.6640483,-34.021415,3.9,4.6,0.36,0.95,2.2,2.7,-0.35,-3.21,4.25
841,3412,150.6640133,-34.0214033,8.3,1,0.25,1.12,9.7,7.5,-0.53,-3.64,4.65
842,3416,150.6639733,-34.0213933,2.3,3.7,0.38,0.87,1,3.2,-0.31,-3.17,3
843,3420,150.6639317,-34.021385,2.1,3.3,0.39,0.87,0.7,1.8,-0.31,-3.17,2.7
844,3424,150.6638867,-34.021375,1.8,3.1,0.38,0.85,0.5,1.6,-0.31,-3.13,2.45
845,3428,150.66384,-34.0213667,1.8,2.2,0.32,0.84,0.5,1.6,-0.32,-3.2,2
846,3432,150.663795,-34.0213567,1.8,2.7,0.32,0.84,0.5,1.4,-0.32,-3.22,2.25
847,3439,150.6637183,-34.0213433,1.9,2.6,0.33,0.86,0.7,1.6,-0.33,-3.2,2.25
848,3443,150.66366,-34.02133,0.8,2,0.34,0.88,1,1.6,-0.33,-3.18,1.4
849,3447,150.6636333,-34.0213333,1.7,2.3,0.34,0.86,0.9,1.8,-0.32,-3.15,2
850,3451,150.6636233,-34.02131,1.6,2.9,0.34,0.85,1,2,-0.34,-3.12,2.25
851,3455,150.6636183,-34.021315,1.4,2.4,0.34,0.86,1,1.8,-0.36,-3.13,1.9
852,3459,150.6636283,-34.0213167,1.9,2.5,0.34,0.86,1,1.9,-0.36,-3.16,2.2
853,3463,150.6636217,-34.0213117,1.5,2.6,0.34,0.87,1.1,1.6,-0.36,-3.17,2.05
854,3467,150.663625,-34.0213117,2.2,2.3,0.34,0.87,1.1,1.8,-0.36,-3.18,2.25
855,3471,150.6636233,-34.0213067,1.6,2.6,0.34,0.85,1.2,1.7,-0.37,-3.16,2.1
856,3475,150.6636183,-34.0213083,1.6,2.5,0.34,0.86,1,1.8,-0.36,-3.19,2.05
